company_id,metric,value,z_score
BEL,return_on_equity_pct,4379.120879120879,7.086778642797846
HAL,return_on_equity_pct,3669.0821256038644,5.9059813261132055
BANKBARODA,debt_to_equity,12.143718727289434,3.680195782760702
CANBK,debt_to_equity,14.867419925542423,4.635938367343345
TRENT,revenue_cagr_5yr,36.30691600183056,3.1802456678837108
INDIGO,pat_cagr_5yr,120.69250867467933,4.5955231533713405
